Eventi da inserire - dev
Id;EventName;Description;Category;StartDate;EndDate;Link;HighlightEvent;Creator;CreatorLogo;TopImage;BottomImage;Mode;SdgImage;SdgTag;Region;Address;Latitude;Longitude
;Retake Buccinasco;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/RetakeBuccinasco/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Via Morandi, 11, Buccinasco, Italy;45,4232653;9,1282871
;Retake Cagliari;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://retake.org/cagliari/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Cagliari, italia;39,2238411;9,1216613
;Retake Capena;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/500729584858307;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Capena, Roma, IT;42,1409078;12,5394045
;Retake Castelli Romani;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://retake.org/castelliromani/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Castelli Romani, Roma, IT;41,9027835;12,4963655
;Retake Ciampino;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/RetakeCiampino/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;"
Ciampino, Lazio, IT";41,802425;12,6021389
;Retake Conegliano;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;conegliano@retake.org;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Conegliano, Treviso;45,889197;12,3006368
;Retake Firenze;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/retakefirenzekeepflorencebeautiful/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Firenze, italia;43,7695604;11,2558136
;Retake Fiumicino;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/264923783704720/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Fiumicino, roma, italia;41,7735409;12,2397117
;Retake Foggia;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/817843035475501;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Foggia, italia;41,4621984;15,5446302
;Retake Giove;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/3227931577431534;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Giove, Terni, italia;42,5106975;12,3342553
;Retake Grosseto;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/908245309884569;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Grosseto, Italia;42,7635254;11,1123634
;Retake Grottaglie;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://retake.org/grottaglie/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Grottaglie, taranto, italia;40,536876;17,4203669
;Retake Guidonia;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/profile.php?id=100079250570036;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Guidonia, Roma, italia;41,9940063;12,7245377
;Retake Lizzano;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/retakelizzano;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Lizzano, Taranto, Puglia, Italia;40,390035;17,4475973
;Retake Milano;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/220017413477946;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Milano, Italia;45,4642035;9,189982
;Retake Modugno;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://retake.org/modugno/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Modugno, Bari, Italia;41,0827212;16,7824423
;Retake Mola di Bari;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/retakemoladibari/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Mola di Bari, Bari, Italia;41,0629733;17,0903032
;Retake Montalto di Castro;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/755234509108076;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Montalto di Castro, Viterbo, Italia;42,3515659;11,6070098
;Retake Monterotondo;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/305002377815702;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Monterotondo, Roma, Italia;42,0517785;12,6202874
;Retake Napoli;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/2889913771294713;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Napoli, Italia;40,8517983;14,26812
;Retake Nettuno;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/retakenettuno/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Nettuno, Roma, italia;41,4577305;12,6654914
;Retake Padova;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://retake.org/padova/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Padova, Italia;45,4064349;11,8767611
;Retake Palermo;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://retake.org/palermo/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Palermo, Italia;38,11569;13,3614868
;Retake Perugia;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/338145751032740;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Perugia, Italia;43,1107168;12,3908279
;Retake Porto San Giorgio;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/1047084696157871;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Porto San Giorgio, Fermo, Marche, Italia;43,1801759;13,7929636
;Retake Roma;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://retake.org/roma/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Roma, Italia;41,9027835;12,4963655
;Retake Rovigo;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/804807817352826/;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Rovigo, Italia;45,0698118;11,7902158
;Retake Preci;Operiamo tramite un insieme di eventi di mobilitazione civica, progetti educativi e collaborazioni pubblico-privati, coinvolgendo nel rispetto e nella tutela delle città tutte le componenti del contesto sociale, nella cornice del principio di sussidiarietà orizzontale.;5;;;https://www.facebook.com/groups/377043930951897;;;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;https://www.retake.org/wp-content/uploads/2022/09/palermo.jpeg;https://www.retake.org/wp-content/uploads/2021/11/Logo-Retake80.png;In presenza;14-15;;;Preci, Perugia, Italia;42,8806639;13,0396385
